date;home_team;away_team;home_score;away_score;tournament;city;country;neutral
24/11/2011;Netherlands;Croatia;2;0;UEFA Euro qualification;The Hague;Netherlands;FALSE
20/12/2011;Israel;Scotland;1;6;UEFA Euro qualification;Ness Ziona;Israel;FALSE
14/01/2012;Egypt;Ethiopia;4;2;African Championship qualification;Cairo;Egypt;FALSE
14/01/2012;Namibia;Tanzania;0;2;African Championship qualification;Windhoek;Namibia;FALSE
14/01/2012;Ivory Coast;Guinea;5;1;African Championship qualification;Abidjan;Ivory Coast;FALSE
14/01/2012;Zambia;Malawi;7;0;African Championship qualification;Lusaka;Zambia;FALSE
14/01/2012;Morocco;Tunisia;2;0;African Championship qualification;Rabat;Morocco;FALSE
14/01/2012;Botswana;Zimbabwe;0;1;African Championship qualification;Gaborone;Botswana;FALSE
14/01/2012;Uganda;DR Congo;1;1;African Championship qualification;Kampala;Uganda;FALSE
15/01/2012;Mali;Ghana;0;3;African Championship qualification;Bamako;Mali;FALSE
21/01/2012;Dominican Republic;United States;0;14;Olympic Games qualification;Vancouver;Canada;TRUE
23/01/2012;United States;Guatemala;13;0;Olympic Games qualification;Vancouver;Canada;TRUE
25/01/2012;United States;Mexico;4;0;Olympic Games qualification;Vancouver;Canada;TRUE
28/01/2012;United States;Costa Rica;3;0;Olympic Games qualification;Vancouver;Canada;TRUE
28/01/2012;Tunisia;Morocco;2;0;African Championship qualification;Soliman;Tunisia;FALSE
28/01/2012;DR Congo;Uganda;4;0;African Championship qualification;Kinshasa;DR Congo;FALSE
29/01/2012;Ethiopia;Egypt;4;0;African Championship qualification;Addis Ababa;Ethiopia;FALSE
29/01/2012;Tanzania;Namibia;5;2;African Championship qualification;Dar es Salaam;Tanzania;FALSE
29/01/2012;Guinea;Ivory Coast;0;5;African Championship qualification;Conakry;Guinea;FALSE
29/01/2012;Malawi;Zambia;4;2;African Championship qualification;Blantyre;Malawi;FALSE
29/01/2012;Zimbabwe;Botswana;2;1;African Championship qualification;Harare;Zimbabwe;FALSE
29/01/2012;Ghana;Mali;5;0;African Championship qualification;Accra;Ghana;FALSE
30/01/2012;Canada;United States;0;4;Olympic Games qualification;Vancouver;Canada;FALSE
12/02/2012;United States;New Zealand;2;1;Friendly;Frisco;United States;FALSE
15/02/2012;Greece;Bosnia and Herzegovina;2;3;UEFA Euro qualification;Thessaloniki;Greece;FALSE
15/02/2012;Turkey;Germany;0;5;UEFA Euro qualification;Izmir;Turkey;FALSE
15/02/2012;Belgium;Northern Ireland;2;2;UEFA Euro qualification;Dessel;Belgium;FALSE
15/02/2012;Portugal;Armenia;6;0;UEFA Euro qualification;Cartaxo;Portugal;FALSE
15/02/2012;China PR;Mexico;1;0;Four Nations Tournament;Chongqing;China PR;FALSE
15/02/2012;South Korea;North Korea;0;1;Four Nations Tournament;Chongqing;China PR;TRUE
17/02/2012;China PR;South Korea;0;0;Four Nations Tournament;Chongqing;China PR;FALSE
17/02/2012;Mexico;North Korea;0;1;Four Nations Tournament;Chongqing;China PR;TRUE
19/02/2012;China PR;North Korea;0;0;Four Nations Tournament;Chongqing;China PR;FALSE
19/02/2012;Mexico;South Korea;2;3;Four Nations Tournament;Chongqing;China PR;TRUE
28/02/2012;France;Switzerland;3;0;Cyprus Cup;Nicosia;Cyprus;TRUE
28/02/2012;England;Finland;3;1;Cyprus Cup;Nicosia;Cyprus;TRUE
28/02/2012;Netherlands;Italy;2;1;Cyprus Cup;Larnaca;Cyprus;TRUE
28/02/2012;Canada;Scotland;5;1;Cyprus Cup;Larnaca;Cyprus;TRUE
28/02/2012;South Korea;South Africa;2;1;Cyprus Cup;Achna;Cyprus;TRUE
28/02/2012;New Zealand;Northern Ireland;2;0;Cyprus Cup;Larnaca;Cyprus;TRUE
29/02/2012;Germany;Iceland;1;0;Algarve Cup;Lagos;Portugal;TRUE
29/02/2012;Sweden;China PR;1;0;Algarve Cup;Santo António;Portugal;TRUE
29/02/2012;Japan;Norway;2;1;Algarve Cup;Parchal;Portugal;TRUE
29/02/2012;United States;Denmark;5;0;Algarve Cup;Lagos;Portugal;TRUE
29/02/2012;Republic of Ireland;Hungary;0;1;Algarve Cup;Silves;Portugal;TRUE
29/02/2012;Portugal;Wales;0;1;Algarve Cup;Parchal;Portugal;FALSE
01/03/2012;Switzerland;England;0;1;Cyprus Cup;Larnaca;Cyprus;TRUE
01/03/2012;Finland;France;1;2;Cyprus Cup;Larnaca;Cyprus;TRUE
01/03/2012;Scotland;Netherlands;2;1;Cyprus Cup;Nicosia;Cyprus;TRUE
01/03/2012;Italy;Canada;1;2;Cyprus Cup;Nicosia;Cyprus;TRUE
01/03/2012;Northern Ireland;South Korea;0;1;Cyprus Cup;Larnaca;Cyprus;TRUE
01/03/2012;South Africa;New Zealand;0;0;Cyprus Cup;Larnaca;Cyprus;TRUE
02/03/2012;Iceland;Sweden;1;4;Algarve Cup;Ferreiras;Portugal;TRUE
02/03/2012;Germany;China PR;1;0;Algarve Cup;Santo António;Portugal;TRUE
02/03/2012;Denmark;Japan;0;2;Algarve Cup;Parchal;Portugal;TRUE
02/03/2012;United States;Norway;2;1;Algarve Cup;Lagos;Portugal;TRUE
02/03/2012;Portugal;Hungary;4;0;Algarve Cup;Parchal;Portugal;FALSE
02/03/2012;Wales;Republic of Ireland;0;0;Algarve Cup;Ferreiras;Portugal;TRUE
04/03/2012;England;France;0;3;Cyprus Cup;Paralimni;Cyprus;TRUE
04/03/2012;Finland;Switzerland;3;1;Cyprus Cup;Paralimni;Cyprus;TRUE
04/03/2012;Italy;Scotland;2;1;Cyprus Cup;Paralimni;Cyprus;TRUE
04/03/2012;Netherlands;Canada;0;1;Cyprus Cup;Paralimni;Cyprus;TRUE
04/03/2012;New Zealand;South Korea;1;1;Cyprus Cup;Paralimni;Cyprus;TRUE
04/03/2012;Northern Ireland;South Africa;0;2;Cyprus Cup;Paralimni;Cyprus;TRUE
05/03/2012;Sweden;Germany;0;4;Algarve Cup;Parchal;Portugal;TRUE
05/03/2012;China PR;Iceland;0;1;Algarve Cup;Lagos;Portugal;TRUE
05/03/2012;Norway;Denmark;0;1;Algarve Cup;Ferreiras;Portugal;TRUE
05/03/2012;Japan;United States;1;0;Algarve Cup;Faro;Portugal;TRUE
05/03/2012;Hungary;Wales;1;2;Algarve Cup;Santo António;Portugal;TRUE
05/03/2012;Portugal;Republic of Ireland;2;1;Algarve Cup;Faro;Portugal;FALSE
06/03/2012;Switzerland;Northern Ireland;5;0;Cyprus Cup;Larnaca;Cyprus;TRUE
06/03/2012;Scotland;South Africa;2;0;Cyprus Cup;Paralimni;Cyprus;TRUE
06/03/2012;New Zealand;Netherlands;2;2;Cyprus Cup;Achna;Cyprus;TRUE
06/03/2012;South Korea;Finland;1;1;Cyprus Cup;Larnaca;Cyprus;TRUE
06/03/2012;England;Italy;1;3;Cyprus Cup;Paralimni;Cyprus;TRUE
06/03/2012;France;Canada;2;0;Cyprus Cup;Larnaca;Cyprus;TRUE
07/03/2012;Hungary;Republic of Ireland;1;2;Algarve Cup;Quarteira;Portugal;TRUE
07/03/2012;Portugal;China PR;0;1;Algarve Cup;Faro;Portugal;FALSE
07/03/2012;Wales;Norway;0;3;Algarve Cup;Loulé;Portugal;TRUE
07/03/2012;Iceland;Denmark;1;3;Algarve Cup;Ferreiras;Portugal;TRUE
07/03/2012;Sweden;United States;0;4;Algarve Cup;Parchal;Portugal;TRUE
07/03/2012;Germany;Japan;4;3;Algarve Cup;Faro;Portugal;TRUE
31/03/2012;Russia;Macedonia;8;0;UEFA Euro qualification;Podolsk;Russia;FALSE
31/03/2012;Greece;Poland;1;1;UEFA Euro qualification;Athens;Greece;FALSE
31/03/2012;Italy;Bosnia and Herzegovina;4;0;UEFA Euro qualification;Ferrara;Italy;FALSE
31/03/2012;Romania;Kazakhstan;3;0;UEFA Euro qualification;Buftea;Romania;FALSE
31/03/2012;Germany;Spain;5;0;UEFA Euro qualification;Mannheim;Germany;FALSE
31/03/2012;Switzerland;Turkey;5;0;UEFA Euro qualification;Aarau;Switzerland;FALSE
31/03/2012;Bulgaria;Norway;0;3;UEFA Euro qualification;Lovech;Bulgaria;FALSE
31/03/2012;France;Scotland;2;0;UEFA Euro qualification;Le Havre;France;FALSE
31/03/2012;Slovakia;Finland;0;1;UEFA Euro qualification;Senec;Slovakia;FALSE
31/03/2012;Croatia;England;0;6;UEFA Euro qualification;Vrbovec;Croatia;FALSE
31/03/2012;Portugal;Czech Republic;2;5;UEFA Euro qualification;Tondela;Portugal;FALSE
01/04/2012;Japan;United States;1;1;Friendly;Sendai;Japan;FALSE
01/04/2012;Armenia;Austria;2;4;UEFA Euro qualification;Yerevan;Armenia;FALSE
03/04/2012;Brazil;United States;0;3;Friendly;Chiba;Japan;TRUE
04/04/2012;Russia;Italy;0;2;UEFA Euro qualification;Podolsk;Russia;FALSE
04/04/2012;Greece;Macedonia;2;2;UEFA Euro qualification;Athens;Greece;FALSE
04/04/2012;Hungary;Norway;0;5;UEFA Euro qualification;Kecskemét;Hungary;FALSE
04/04/2012;Belgium;Iceland;1;0;UEFA Euro qualification;Dessel;Belgium;FALSE
04/04/2012;France;Wales;4;0;UEFA Euro qualification;Caen;France;FALSE
04/04/2012;Czech Republic;Denmark;0;2;UEFA Euro qualification;Prague;Czech Republic;FALSE
05/04/2012;Spain;Kazakhstan;13;0;UEFA Euro qualification;Madrid;Spain;FALSE
05/04/2012;Switzerland;Germany;0;6;UEFA Euro qualification;Aarau;Switzerland;FALSE
05/04/2012;Scotland;Republic of Ireland;2;1;UEFA Euro qualification;Edinburgh;Scotland;FALSE
05/04/2012;Finland;Slovakia;2;0;UEFA Euro qualification;Vantaa;Finland;FALSE
05/04/2012;Ukraine;Estonia;5;0;UEFA Euro qualification;Sevastopol;Ukraine;FALSE
05/04/2012;Netherlands;Slovenia;3;1;UEFA Euro qualification;Venlo;Netherlands;FALSE
05/04/2012;Austria;Portugal;1;0;UEFA Euro qualification;Wiener Neustadt;Austria;FALSE
25/04/2012;Northern Ireland;Hungary;0;1;UEFA Euro qualification;Lurgan;Northern Ireland;FALSE
19/05/2012;Northern Ireland;Bulgaria;4;1;UEFA Euro qualification;Belfast;Northern Ireland;FALSE
26/05/2012;Ivory Coast;Mozambique;7;0;African Championship qualification;Côte d'Ivoire;Ivory Coast;FALSE
26/05/2012;Zambia;South Africa;1;4;African Championship qualification;Zambia;Zambia;FALSE
26/05/2012;Morocco;Senegal;0;0;African Championship qualification;Morocco;Morocco;FALSE
26/05/2012;Ghana;Cameroon;1;1;African Championship qualification;Ghana;Ghana;FALSE
27/05/2012;Ethiopia;Tanzania;2;1;African Championship qualification;Ethiopia;Ethiopia;FALSE
27/05/2012;Zimbabwe;Nigeria;0;2;African Championship qualification;Zimbabwe;Zimbabwe;FALSE
28/05/2012;United States;China PR;4;1;Friendly;Chester;United States;FALSE
31/05/2012;Germany;Romania;5;0;UEFA Euro qualification;Bielefeld;Germany;FALSE
16/06/2012;Sweden;United States;1;3;Friendly;Halmstad;Sweden;FALSE
16/06/2012;Tanzania;Ethiopia;0;1;African Championship qualification;Tanzania;Tanzania;FALSE
16/06/2012;Mozambique;Ivory Coast;0;5;African Championship qualification;Mozambique;Mozambique;FALSE
16/06/2012;South Africa;Zambia;2;1;African Championship qualification;South Africa;South Africa;FALSE
16/06/2012;Senegal;Morocco;0;0;African Championship qualification;Senegal;Senegal;FALSE
16/06/2012;Nigeria;Zimbabwe;4;0;African Championship qualification;Nigeria;Nigeria;FALSE
16/06/2012;Italy;Macedonia;9;0;UEFA Euro qualification;Turin;Italy;FALSE
16/06/2012;Russia;Greece;4;0;UEFA Euro qualification;Krasnoarmeysk;Russia;FALSE
16/06/2012;Bosnia and Herzegovina;Poland;0;2;UEFA Euro qualification;Sarajevo;Bosnia and Herzegovina;FALSE
16/06/2012;Switzerland;Spain;4;3;UEFA Euro qualification;Aarau;Switzerland;FALSE
16/06/2012;Norway;Bulgaria;11;0;UEFA Euro qualification;Sarpsborg;Norway;FALSE
16/06/2012;Iceland;Hungary;3;0;UEFA Euro qualification;Reykjavík;Iceland;FALSE
16/06/2012;Scotland;Israel;8;0;UEFA Euro qualification;Edinburgh;Scotland;FALSE
16/06/2012;Republic of Ireland;Wales;0;1;UEFA Euro qualification;Cork;Republic of Ireland;FALSE
16/06/2012;Estonia;Belarus;2;4;UEFA Euro qualification;Otepää;Estonia;FALSE
16/06/2012;Ukraine;Finland;1;2;UEFA Euro qualification;Chernigiv;Ukraine;FALSE
16/06/2012;Croatia;Serbia;1;4;UEFA Euro qualification;Vrbovec;Croatia;FALSE
16/06/2012;Czech Republic;Austria;2;3;UEFA Euro qualification;Prague;Czech Republic;FALSE
17/06/2012;Cameroon;Ghana;1;1;African Championship qualification;Cameroon;Cameroon;FALSE
17/06/2012;England;Netherlands;1;0;UEFA Euro qualification;Manchester;England;FALSE
18/06/2012;Japan;United States;1;4;Friendly;Halmstad;Sweden;TRUE
20/06/2012;Poland;Macedonia;4;0;UEFA Euro qualification;Toruń;Poland;FALSE
20/06/2012;Hungary;Belgium;1;3;UEFA Euro qualification;Szombathely;Hungary;FALSE
20/06/2012;Norway;Northern Ireland;2;0;UEFA Euro qualification;Sarpsborg;Norway;FALSE
20/06/2012;Wales;Israel;5;0;UEFA Euro qualification;Wrexham;Wales;FALSE
20/06/2012;Finland;Belarus;4;0;UEFA Euro qualification;Helsinki;Finland;FALSE
20/06/2012;Slovakia;Ukraine;0;2;UEFA Euro qualification;Senec;Slovakia;FALSE
20/06/2012;Serbia;Netherlands;0;4;UEFA Euro qualification;Jakovo;Serbia;FALSE
20/06/2012;Denmark;Czech Republic;1;0;UEFA Euro qualification;Vejle;Denmark;FALSE
21/06/2012;Bosnia and Herzegovina;Russia;0;1;UEFA Euro qualification;Sarajevo;Bosnia and Herzegovina;FALSE
21/06/2012;Spain;Turkey;4;0;UEFA Euro qualification;Madrid;Spain;FALSE
21/06/2012;Romania;Switzerland;4;2;UEFA Euro qualification;Buftea;Romania;FALSE
21/06/2012;Bulgaria;Iceland;0;10;UEFA Euro qualification;Lovech;Bulgaria;FALSE
21/06/2012;Republic of Ireland;Scotland;0;1;UEFA Euro qualification;Cork;Republic of Ireland;FALSE
21/06/2012;Slovenia;England;0;4;UEFA Euro qualification;Velenje;Slovenia;FALSE
30/06/2012;United States;Canada;2;1;Friendly;Sandy;United States;FALSE
20/07/2012;Equatorial Guinea;Cameroon;2;0;African Championship;Malabo;Equatorial Guinea;FALSE
25/07/2012;Great Britain;New Zealand;1;0;Olympic Games;Cardiff;United Kingdom;TRUE
25/07/2012;Cameroon;Brazil;0;5;Olympic Games;Cardiff;United Kingdom;TRUE
25/07/2012;Japan;Canada;2;1;Olympic Games;Coventry;United Kingdom;TRUE
25/07/2012;Sweden;South Africa;4;1;Olympic Games;Coventry;United Kingdom;TRUE
25/07/2012;United States;France;4;2;Olympic Games;Glasgow;United Kingdom;TRUE
25/07/2012;Colombia;North Korea;0;2;Olympic Games;Glasgow;United Kingdom;TRUE
28/07/2012;New Zealand;Brazil;0;1;Olympic Games;Cardiff;United Kingdom;TRUE
28/07/2012;Great Britain;Cameroon;3;0;Olympic Games;Cardiff;United Kingdom;TRUE
28/07/2012;Japan;Sweden;0;0;Olympic Games;Coventry;United Kingdom;TRUE
28/07/2012;Canada;South Africa;3;0;Olympic Games;Coventry;United Kingdom;TRUE
28/07/2012;United States;Colombia;3;0;Olympic Games;Glasgow;United Kingdom;TRUE
28/07/2012;France;North Korea;5;0;Olympic Games;Glasgow;United Kingdom;TRUE
31/07/2012;New Zealand;Cameroon;3;1;Olympic Games;Coventry;United Kingdom;TRUE
31/07/2012;Great Britain;Brazil;1;0;Olympic Games;London;United Kingdom;TRUE
31/07/2012;Japan;South Africa;0;0;Olympic Games;Cardiff;United Kingdom;TRUE
31/07/2012;Canada;Sweden;2;2;Olympic Games;Newcastle;United Kingdom;TRUE
31/07/2012;United States;North Korea;1;0;Olympic Games;Manchester;United Kingdom;TRUE
31/07/2012;France;Colombia;1;0;Olympic Games;Newcastle;United Kingdom;TRUE
03/08/2012;Sweden;France;1;2;Olympic Games;Glasgow;United Kingdom;TRUE
03/08/2012;United States;New Zealand;2;0;Olympic Games;Newcastle;United Kingdom;TRUE
03/08/2012;Brazil;Japan;0;2;Olympic Games;Cardiff;United Kingdom;TRUE
03/08/2012;Great Britain;Canada;0;2;Olympic Games;Coventry;United Kingdom;TRUE
06/08/2012;France;Japan;1;2;Olympic Games;London;United Kingdom;TRUE
06/08/2012;Canada;United States;3;4;Olympic Games;Manchester;United Kingdom;TRUE
09/08/2012;Canada;France;1;0;Olympic Games;Coventry;United Kingdom;TRUE
09/08/2012;United States;Japan;2;1;Olympic Games;London;United Kingdom;TRUE
25/08/2012;Estonia;Slovakia;0;2;UEFA Euro qualification;Haapsalu;Estonia;FALSE
02/09/2012;United States;Costa Rica;8;0;Friendly;Rochester;United States;FALSE
15/09/2012;Macedonia;Russia;0;6;UEFA Euro qualification;Prilep;Macedonia;FALSE
15/09/2012;Bosnia and Herzegovina;Greece;1;1;UEFA Euro qualification;Sarajevo;Bosnia and Herzegovina;FALSE
15/09/2012;Kazakhstan;Germany;0;7;UEFA Euro qualification;Karagandy;Kazakhstan;FALSE
15/09/2012;Turkey;Switzerland;1;3;UEFA Euro qualification;Istanbul;Turkey;FALSE
15/09/2012;Norway;Belgium;3;2;UEFA Euro qualification;Oslo;Norway;FALSE
15/09/2012;Iceland;Northern Ireland;2;0;UEFA Euro qualification;Reykjavík;Iceland;FALSE
15/09/2012;Wales;Scotland;1;2;UEFA Euro qualification;Llanelli;Wales;FALSE
15/09/2012;France;Republic of Ireland;4;0;UEFA Euro qualification;Guingamp;France;FALSE
15/09/2012;Estonia;Finland;0;5;UEFA Euro qualification;Tallinn;Estonia;FALSE
15/09/2012;Belarus;Ukraine;0;5;UEFA Euro qualification;Mogilev;Belarus;FALSE
15/09/2012;Slovenia;Croatia;1;0;UEFA Euro qualification;Lendava;Slovenia;FALSE
15/09/2012;Austria;Denmark;3;1;UEFA Euro qualification;Sankt Pölten;Austria;FALSE
16/09/2012;Italy;Poland;1;0;UEFA Euro qualification;San Benedetto del Tronto;Italy;FALSE
17/09/2012;United States;Australia;2;1;Friendly;Carson;United States;FALSE
19/09/2012;Greece;Italy;0;0;UEFA Euro qualification;Athens;Greece;FALSE
19/09/2012;Bosnia and Herzegovina;Macedonia;1;0;UEFA Euro qualification;Sarajevo;Bosnia and Herzegovina;FALSE
19/09/2012;Russia;Poland;1;1;UEFA Euro qualification;Khimki;Russia;FALSE
19/09/2012;Kazakhstan;Switzerland;1;0;UEFA Euro qualification;Karagandy;Kazakhstan;FALSE
19/09/2012;Germany;Turkey;10;0;UEFA Euro qualification;Duisburg;Germany;FALSE
19/09/2012;Spain;Romania;0;0;UEFA Euro qualification;Madrid;Spain;FALSE
19/09/2012;Hungary;Bulgaria;9;0;UEFA Euro qualification;Sopron;Hungary;FALSE
19/09/2012;Northern Ireland;Belgium;0;2;UEFA Euro qualification;Belfast;Northern Ireland;FALSE
19/09/2012;Norway;Iceland;2;1;UEFA Euro qualification;Oslo;Norway;FALSE
19/09/2012;Israel;Republic of Ireland;0;2;UEFA Euro qualification;Ramat Gan;Israel;FALSE
19/09/2012;Scotland;France;0;5;UEFA Euro qualification;Edinburgh;Scotland;FALSE
19/09/2012;Belarus;Slovakia;1;0;UEFA Euro qualification;Mogilev;Belarus;FALSE
19/09/2012;Finland;Ukraine;0;1;UEFA Euro qualification;Helsinki;Finland;FALSE
19/09/2012;Serbia;Slovenia;3;0;UEFA Euro qualification;Inđija;Serbia;FALSE
19/09/2012;England;Croatia;3;0;UEFA Euro qualification;Walsall;England;FALSE
19/09/2012;Armenia;Czech Republic;0;2;UEFA Euro qualification;Yerevan;Armenia;FALSE
19/09/2012;Denmark;Portugal;2;0;UEFA Euro qualification;Vejle;Denmark;FALSE
20/09/2012;United States;Australia;6;2;Friendly;Denver;United States;FALSE
20/10/2012;Scotland;Spain;1;1;UEFA Euro qualification;Glasgow;Scotland;FALSE
20/10/2012;Ukraine;Iceland;2;3;UEFA Euro qualification;Sevastopol;Ukraine;FALSE
21/10/2012;United States;Germany;1;1;Friendly;Bridgeview;United States;FALSE
21/10/2012;Austria;Russia;0;2;UEFA Euro qualification;Sankt Pölten;Austria;FALSE
24/10/2012;United States;Germany;2;2;Friendly;East Hartford;United States;FALSE
24/10/2012;Spain;Scotland;3;2;UEFA Euro qualification;Madrid;Spain;FALSE
25/10/2012;Russia;Austria;1;1;UEFA Euro qualification;Rostov-on-Don;Russia;FALSE
25/10/2012;Iceland;Ukraine;3;2;UEFA Euro qualification;Reykjavík;Iceland;FALSE
28/10/2012;Equatorial Guinea;South Africa;1;0;African Championship;Malabo;Equatorial Guinea;FALSE
28/10/2012;Senegal;DR Congo;0;1;African Championship;Malabo;Equatorial Guinea;TRUE
29/10/2012;Nigeria;Cameroon;2;1;African Championship;Bata;Equatorial Guinea;TRUE
29/10/2012;Ivory Coast;Ethiopia;5;0;African Championship;Bata;Equatorial Guinea;TRUE
31/10/2012;South Africa;Senegal;1;0;African Championship;Malabo;Equatorial Guinea;TRUE
